Correctness Score,Concept Coverage,Reasoning Score,Missing Concepts,Engagement Score,Confidence Score,Hesitation Score,Eye Contact Score,Difficulty,Correct Streak,Wrong Streak,Policy
93,89,92,1,0.888,0.86,0.137,0.871,Hard,0,0,Switch Topic
70,60,80,2,0.635,0.653,0.307,0.55,Easy,2,0,Maintain Difficulty
87,83,89,1,0.801,0.778,0.236,0.862,Medium,1,0,Ask Application Question
55,73,58,2,0.474,0.57,0.525,0.688,Hard,0,1,Maintain Difficulty
29,47,30,6,0.268,0.302,0.787,0.466,Medium,0,4,Reduce Difficulty
76,76,89,1,0.697,0.743,0.109,0.708,Medium,3,0,Ask Follow-up Question
97,91,96,0,0.947,0.947,0.114,0.899,Hard,0,0,Switch Topic
87,84,84,1,0.803,0.774,0.218,0.732,Medium,3,0,Ask Application Question
94,91,94,1,0.927,0.876,0.103,0.886,Hard,0,0,Switch Topic
70,59,65,4,0.681,0.495,0.484,0.546,Easy,2,0,Probe Missing Concept
44,48,41,3,0.523,0.403,0.617,0.488,Hard,1,0,Reduce Difficulty
93,88,90,0,0.837,0.854,0.173,0.848,Easy,0,0,Increase Difficulty
81,81,81,1,0.667,0.626,0.279,0.663,Medium,1,0,Ask Application Question
71,70,80,1,0.636,0.691,0.304,0.655,Easy,0,1,Maintain Difficulty
55,72,58,6,0.59,0.382,0.488,0.712,Hard,0,1,Maintain Difficulty
85,72,85,1,0.861,0.819,0.337,0.719,Easy,1,0,Ask Follow-up Question
75,68,81,2,0.616,0.632,0.424,0.605,Medium,1,0,Ask Follow-up Question
96,91,93,0,0.898,0.906,0.119,0.886,Easy,0,0,Increase Difficulty
74,69,79,2,0.599,0.588,0.44,0.631,Medium,0,0,Ask Follow-up Question
75,72,80,3,0.653,0.583,0.396,0.724,Easy,2,0,Ask Follow-up Question
82,82,68,2,0.783,0.689,0.428,0.779,Easy,0,0,Maintain Difficulty
45,38,37,7,0.419,0.511,0.719,0.299,Hard,0,2,Reduce Difficulty
53,57,52,7,0.411,0.453,0.516,0.377,Medium,1,0,Probe Missing Concept
39,49,36,6,0.376,0.458,0.711,0.492,Hard,0,3,Reduce Difficulty
93,88,91,0,0.85,0.838,0.167,0.83,Easy,0,0,Increase Difficulty
83,74,89,1,0.869,0.773,0.179,0.705,Easy,0,1,Ask Follow-up Question
76,71,84,2,0.681,0.658,0.32,0.647,Easy,0,1,Ask Follow-up Question
46,44,35,6,0.479,0.486,0.734,0.409,Hard,0,5,Reduce Difficulty
93,92,91,0,0.83,0.896,0.104,0.871,Easy,0,0,Increase Difficulty
82,58,72,4,0.776,0.638,0.511,0.612,Easy,0,2,Probe Missing Concept
90,90,89,0,0.884,0.89,0.062,0.86,Medium,0,1,Ask Application Question
83,82,82,0,0.749,0.622,0.257,0.707,Medium,0,0,Ask Application Question
96,92,92,0,0.905,0.898,0.129,0.934,Hard,0,0,Switch Topic
82,78,84,1,0.71,0.609,0.357,0.747,Medium,0,1,Ask Application Question
88,86,85,3,0.784,0.883,0.195,0.742,Medium,2,0,Ask Application Question
28,29,26,6,0.271,0.167,0.847,0.197,Hard,0,4,Reduce Difficulty
27,37,19,8,0.197,0.241,0.962,0.316,Medium,0,3,Reduce Difficulty
93,90,93,0,0.849,0.888,0.115,0.837,Easy,0,0,Increase Difficulty
68,70,78,4,0.646,0.587,0.34,0.698,Medium,1,0,Probe Missing Concept
90,99,96,0,0.855,0.867,0.143,0.947,Hard,0,1,Maintain Difficulty
93,89,87,0,0.97,0.892,0.105,0.818,Medium,1,0,Ask Application Question
41,41,46,3,0.47,0.384,0.549,0.376,Hard,1,0,Reduce Difficulty
65,65,63,7,0.533,0.617,0.434,0.491,Easy,0,1,Probe Missing Concept
48,41,62,2,0.385,0.489,0.49,0.36,Easy,1,0,Maintain Difficulty
61,53,52,4,0.584,0.442,0.573,0.498,Easy,0,2,Maintain Difficulty
84,82,83,2,0.695,0.741,0.278,0.693,Medium,0,1,Ask Application Question
93,93,92,0,0.863,0.883,0.085,0.89,Easy,0,0,Increase Difficulty
95,90,95,0,0.918,0.888,0.102,0.853,Easy,0,0,Increase Difficulty
40,50,61,4,0.377,0.36,0.476,0.475,Hard,0,1,Maintain Difficulty
60,62,58,5,0.529,0.476,0.446,0.458,Easy,0,1,Probe Missing Concept
86,81,85,1,0.766,0.72,0.298,0.749,Medium,2,0,Ask Application Question
91,87,89,0,0.928,0.859,0.145,0.856,Medium,1,0,Ask Application Question
41,50,67,4,0.397,0.365,0.413,0.48,Hard,1,0,Maintain Difficulty
92,93,93,0,0.867,0.883,0.085,0.896,Hard,0,0,Switch Topic
77,72,85,1,0.695,0.713,0.282,0.672,Medium,1,0,Ask Follow-up Question
74,66,79,3,0.63,0.553,0.478,0.583,Medium,0,0,Ask Follow-up Question
95,88,94,0,0.904,0.884,0.142,0.832,Easy,0,0,Increase Difficulty
88,86,86,1,0.824,0.808,0.159,0.773,Medium,0,1,Ask Application Question
75,70,83,2,0.639,0.622,0.332,0.635,Medium,0,1,Ask Follow-up Question
94,95,92,0,0.862,0.906,0.074,0.92,Easy,0,0,Increase Difficulty
86,85,85,2,0.755,0.779,0.189,0.748,Medium,3,0,Ask Application Question
84,81,84,2,0.719,0.713,0.29,0.725,Medium,0,1,Ask Application Question
77,74,89,2,0.763,0.682,0.131,0.684,Easy,0,1,Ask Follow-up Question
93,89,92,0,0.875,0.873,0.15,0.872,Hard,0,0,Switch Topic
40,44,32,5,0.43,0.359,0.76,0.419,Hard,1,0,Reduce Difficulty
47,42,41,3,0.545,0.424,0.633,0.394,Hard,0,3,Reduce Difficulty
84,85,89,1,0.75,0.752,0.177,0.885,Medium,0,2,Ask Application Question
76,73,81,2,0.634,0.66,0.368,0.733,Easy,2,0,Ask Follow-up Question
59,68,47,1,0.49,0.585,0.647,0.623,Medium,2,0,Maintain Difficulty
84,85,85,1,0.727,0.739,0.194,0.76,Medium,0,1,Ask Application Question
95,90,92,0,0.884,0.867,0.139,0.869,Easy,0,0,Increase Difficulty
88,88,86,0,0.832,0.806,0.117,0.789,Medium,0,1,Ask Application Question
43,32,33,5,0.475,0.342,0.753,0.238,Medium,1,0,Reduce Difficulty
97,95,97,0,0.96,0.948,0.024,0.913,Easy,0,0,Increase Difficulty
90,87,89,1,0.811,0.769,0.173,0.802,Easy,0,0,Increase Difficulty
62,66,71,5,0.534,0.574,0.408,0.605,Medium,2,0,Probe Missing Concept
94,90,92,1,0.896,0.864,0.132,0.894,Hard,0,0,Switch Topic
84,75,85,1,0.823,0.818,0.296,0.79,Easy,2,0,Ask Follow-up Question
88,86,84,1,0.829,0.771,0.172,0.743,Medium,0,1,Ask Application Question
89,86,88,2,0.796,0.897,0.201,0.817,Medium,3,0,Ask Application Question
55,56,56,4,0.621,0.693,0.419,0.59,Medium,0,4,Reduce Difficulty
43,50,43,2,0.323,0.453,0.683,0.451,Medium,0,1,Maintain Difficulty
61,61,47,4,0.575,0.462,0.625,0.576,Hard,0,2,Maintain Difficulty
56,54,72,6,0.451,0.516,0.544,0.62,Medium,0,1,Probe Missing Concept
97,94,93,1,0.937,0.901,0.092,0.969,Hard,0,0,Switch Topic
89,86,86,1,0.859,0.814,0.183,0.788,Medium,2,0,Ask Application Question
68,60,81,5,0.614,0.61,0.48,0.721,Medium,0,1,Probe Missing Concept
72,66,83,2,0.579,0.598,0.362,0.492,Easy,1,0,Ask Follow-up Question
88,83,84,1,0.813,0.756,0.26,0.72,Medium,1,0,Ask Application Question
82,80,90,2,0.864,0.756,0.069,0.856,Easy,1,0,Ask Follow-up Question
55,26,42,5,0.504,0.33,0.679,0.221,Medium,0,1,Maintain Difficulty
82,75,83,1,0.787,0.785,0.332,0.796,Medium,1,0,Ask Follow-up Question
39,41,56,4,0.36,0.339,0.532,0.382,Hard,1,0,Maintain Difficulty
40,40,26,4,0.447,0.305,0.858,0.361,Medium,1,0,Reduce Difficulty
63,52,41,3,0.545,0.507,0.701,0.468,Medium,0,2,Maintain Difficulty
96,94,94,0,0.936,0.916,0.079,0.938,Hard,0,0,Switch Topic
87,88,86,1,0.794,0.801,0.126,0.797,Medium,1,0,Ask Application Question
84,82,85,1,0.744,0.706,0.281,0.761,Medium,3,0,Ask Application Question
92,89,91,1,0.845,0.838,0.132,0.842,Easy,0,0,Increase Difficulty
46,62,52,5,0.468,0.355,0.558,0.598,Easy,2,0,Maintain Difficulty
38,45,40,4,0.43,0.365,0.633,0.447,Hard,0,2,Reduce Difficulty
91,87,90,1,0.833,0.804,0.161,0.81,Easy,0,0,Increase Difficulty
97,95,93,0,0.925,0.909,0.079,0.956,Easy,0,0,Increase Difficulty
61,68,67,4,0.583,0.47,0.362,0.58,Easy,1,0,Probe Missing Concept
43,43,32,4,0.48,0.369,0.758,0.406,Medium,0,4,Reduce Difficulty
94,93,94,0,0.915,0.891,0.077,0.909,Hard,0,0,Switch Topic
40,53,69,3,0.348,0.452,0.407,0.495,Easy,1,0,Maintain Difficulty
31,36,43,5,0.313,0.311,0.592,0.31,Hard,1,0,Reduce Difficulty
93,90,93,0,0.879,0.891,0.12,0.874,Hard,0,0,Switch Topic
34,36,25,6,0.323,0.28,0.87,0.292,Medium,0,4,Reduce Difficulty
72,67,85,2,0.622,0.562,0.31,0.519,Easy,0,0,Ask Follow-up Question
89,84,86,1,0.863,0.8,0.228,0.795,Medium,2,0,Ask Application Question
59,65,67,3,0.54,0.545,0.423,0.615,Medium,0,1,Maintain Difficulty
95,93,93,1,0.906,0.872,0.09,0.905,Easy,0,0,Increase Difficulty
59,49,62,6,0.484,0.474,0.607,0.488,Easy,2,0,Probe Missing Concept
71,63,69,5,0.648,0.594,0.441,0.583,Easy,1,0,Probe Missing Concept
80,78,82,2,0.615,0.617,0.374,0.677,Medium,2,0,Ask Application Question
31,30,36,8,0.248,0.346,0.713,0.191,Hard,0,2,Reduce Difficulty
88,88,87,2,0.796,0.861,0.131,0.797,Medium,0,1,Ask Application Question
64,50,82,4,0.631,0.504,0.271,0.475,Hard,0,2,Maintain Difficulty
81,73,84,1,0.789,0.739,0.325,0.734,Easy,2,0,Ask Follow-up Question
31,32,33,6,0.286,0.278,0.747,0.232,Medium,1,0,Reduce Difficulty
80,71,83,1,0.737,0.728,0.362,0.694,Easy,2,0,Ask Follow-up Question
88,85,88,1,0.812,0.822,0.191,0.841,Medium,1,0,Ask Application Question
79,68,72,4,0.734,0.674,0.393,0.613,Medium,0,1,Probe Missing Concept
59,59,71,4,0.588,0.465,0.377,0.562,Medium,3,0,Maintain Difficulty
97,95,93,0,0.923,0.912,0.078,0.95,Easy,0,0,Increase Difficulty
77,64,81,4,0.738,0.531,0.444,0.531,Medium,0,0,Ask Follow-up Question
56,64,66,6,0.47,0.503,0.419,0.545,Medium,0,1,Probe Missing Concept
35,38,28,8,0.258,0.422,0.85,0.3,Medium,1,0,Reduce Difficulty
71,66,77,2,0.52,0.529,0.538,0.577,Easy,1,0,Ask Follow-up Question
32,9,10,5,0.223,0.17,1.0,0.034,Medium,0,1,Maintain Difficulty
32,29,26,7,0.282,0.273,0.865,0.185,Hard,0,2,Reduce Difficulty
52,59,60,4,0.497,0.437,0.491,0.558,Easy,0,2,Maintain Difficulty
80,74,87,2,0.79,0.703,0.224,0.711,Easy,0,1,Ask Follow-up Question
39,42,55,5,0.37,0.313,0.535,0.4,Easy,2,0,Maintain Difficulty
83,83,89,1,0.878,0.812,0.067,0.944,Medium,0,1,Ask Follow-up Question
37,43,26,5,0.398,0.298,0.844,0.402,Hard,0,1,Reduce Difficulty
97,97,98,0,0.985,0.968,0.014,0.947,Hard,0,0,Switch Topic
42,36,43,4,0.464,0.387,0.608,0.292,Medium,0,3,Reduce Difficulty
86,84,86,0,0.815,0.734,0.198,0.803,Medium,1,0,Ask Application Question
86,85,86,0,0.821,0.725,0.183,0.797,Medium,0,2,Ask Application Question
81,71,87,2,0.81,0.723,0.268,0.645,Easy,0,2,Ask Follow-up Question
94,91,92,1,0.876,0.854,0.111,0.874,Easy,0,0,Increase Difficulty
33,32,34,4,0.36,0.235,0.731,0.251,Medium,0,4,Reduce Difficulty
89,76,76,3,0.857,0.756,0.291,0.651,Easy,2,0,Probe Missing Concept
36,39,34,3,0.419,0.269,0.719,0.358,Hard,1,0,Reduce Difficulty
96,95,94,0,0.913,0.938,0.085,0.949,Hard,0,0,Switch Topic
94,94,94,0,0.904,0.922,0.074,0.93,Hard,0,0,Switch Topic
91,88,90,0,0.823,0.827,0.157,0.808,Easy,0,0,Increase Difficulty
22,33,32,8,0.11,0.28,0.772,0.249,Medium,0,4,Reduce Difficulty
95,93,91,1,0.889,0.857,0.099,0.927,Easy,0,0,Increase Difficulty
96,97,96,0,0.943,0.939,0.031,0.957,Hard,0,0,Switch Topic
33,35,24,6,0.329,0.244,0.891,0.285,Medium,1,0,Reduce Difficulty
32,35,34,6,0.296,0.293,0.733,0.29,Hard,0,5,Reduce Difficulty
62,55,64,2,0.544,0.572,0.466,0.497,Medium,0,1,Maintain Difficulty
92,92,92,1,0.879,0.866,0.087,0.9,Hard,0,0,Switch Topic
97,98,94,0,0.955,0.943,0.036,1.0,Hard,0,0,Switch Topic
88,86,84,0,0.851,0.771,0.177,0.735,Medium,1,0,Ask Application Question
83,80,82,2,0.689,0.655,0.312,0.685,Medium,1,0,Ask Application Question
84,77,86,3,0.908,0.719,0.209,0.837,Medium,0,1,Ask Follow-up Question
71,69,81,4,0.615,0.47,0.358,0.615,Easy,1,0,Ask Follow-up Question
81,80,84,1,0.664,0.621,0.317,0.735,Medium,0,1,Ask Application Question
81,79,83,1,0.66,0.611,0.334,0.713,Medium,2,0,Ask Application Question
58,47,60,4,0.553,0.427,0.492,0.435,Hard,1,0,Maintain Difficulty
59,46,53,2,0.499,0.518,0.585,0.403,Medium,2,0,Maintain Difficulty
29,25,27,7,0.255,0.199,0.842,0.137,Hard,0,4,Reduce Difficulty
63,77,75,4,0.654,0.522,0.326,0.753,Easy,0,2,Maintain Difficulty
77,70,83,2,0.709,0.645,0.363,0.638,Easy,1,0,Ask Follow-up Question
38,30,19,5,0.405,0.218,0.957,0.216,Medium,1,0,Reduce Difficulty
61,48,65,5,0.549,0.43,0.612,0.536,Easy,0,2,Probe Missing Concept
86,81,85,2,0.752,0.764,0.297,0.749,Medium,2,0,Ask Application Question
92,90,91,0,0.826,0.869,0.118,0.844,Easy,0,0,Increase Difficulty
96,94,95,0,0.943,0.914,0.078,0.93,Hard,0,0,Switch Topic
81,68,85,1,0.779,0.754,0.334,0.597,Easy,0,1,Ask Follow-up Question
94,91,91,0,0.855,0.868,0.123,0.876,Easy,0,0,Increase Difficulty
91,87,92,1,0.839,0.822,0.137,0.79,Easy,0,0,Increase Difficulty
68,70,62,1,0.588,0.666,0.492,0.649,Medium,2,0,Maintain Difficulty
19,24,18,8,0.089,0.113,0.969,0.124,Hard,2,0,Reduce Difficulty
35,46,65,4,0.328,0.357,0.434,0.439,Easy,0,1,Maintain Difficulty
77,72,85,2,0.719,0.663,0.28,0.682,Easy,0,1,Ask Follow-up Question
94,89,93,0,0.89,0.861,0.129,0.839,Easy,0,0,Increase Difficulty
83,86,86,1,0.694,0.723,0.167,0.796,Medium,2,0,Ask Application Question
93,89,91,0,0.856,0.852,0.148,0.849,Easy,0,0,Increase Difficulty
78,70,86,2,0.736,0.703,0.285,0.627,Easy,0,2,Ask Follow-up Question
93,92,93,1,0.903,0.84,0.084,0.869,Easy,0,0,Increase Difficulty
85,81,83,1,0.766,0.671,0.307,0.725,Medium,2,0,Ask Application Question
29,22,20,8,0.219,0.22,0.955,0.07,Hard,0,4,Reduce Difficulty
94,90,92,1,0.897,0.846,0.126,0.871,Easy,0,0,Increase Difficulty
95,95,93,0,0.896,0.876,0.064,0.923,Easy,0,0,Increase Difficulty
51,63,72,3,0.479,0.503,0.363,0.601,Hard,0,1,Maintain Difficulty
37,31,26,5,0.393,0.263,0.852,0.223,Hard,0,2,Reduce Difficulty
93,92,91,0,0.844,0.867,0.105,0.869,Easy,0,0,Increase Difficulty
75,73,84,2,0.681,0.626,0.263,0.686,Easy,0,2,Ask Follow-up Question
85,83,80,2,0.736,0.686,0.258,0.613,Medium,0,0,Ask Application Question
84,80,79,2,0.71,0.685,0.344,0.601,Medium,2,0,Ask Application Question
66,55,60,5,0.591,0.493,0.536,0.47,Easy,2,0,Probe Missing Concept
75,69,84,3,0.699,0.558,0.331,0.595,Easy,0,1,Ask Follow-up Question
72,67,82,2,0.578,0.584,0.377,0.548,Medium,0,2,Ask Follow-up Question
50,43,37,4,0.425,0.4,0.735,0.381,Medium,0,0,Maintain Difficulty
79,71,86,2,0.789,0.668,0.265,0.661,Easy,1,0,Ask Follow-up Question
95,95,96,0,0.932,0.907,0.024,0.895,Easy,0,0,Increase Difficulty
54,59,49,6,0.563,0.351,0.593,0.569,Hard,0,1,Maintain Difficulty
67,60,67,5,0.607,0.553,0.481,0.559,Easy,0,1,Probe Missing Concept
77,73,85,1,0.701,0.701,0.264,0.696,Easy,1,0,Ask Follow-up Question
92,88,88,0,0.939,0.855,0.125,0.846,Medium,0,1,Ask Application Question
47,44,47,5,0.446,0.324,0.623,0.407,Medium,0,2,Maintain Difficulty
56,42,66,6,0.451,0.453,0.69,0.54,Medium,0,1,Probe Missing Concept
96,94,97,0,0.963,0.912,0.048,0.901,Easy,0,0,Increase Difficulty
93,92,93,0,0.896,0.888,0.093,0.894,Hard,0,0,Switch Topic
94,91,93,0,0.878,0.891,0.103,0.867,Easy,0,0,Increase Difficulty
66,55,64,4,0.635,0.505,0.454,0.516,Medium,1,0,Maintain Difficulty
90,84,87,0,0.902,0.81,0.214,0.817,Medium,2,0,Ask Application Question
97,92,93,0,0.926,0.894,0.115,0.914,Easy,0,0,Increase Difficulty
88,86,88,0,0.837,0.813,0.167,0.845,Medium,2,0,Ask Application Question
68,65,74,6,0.581,0.653,0.427,0.634,Medium,1,0,Probe Missing Concept
55,50,61,5,0.545,0.409,0.48,0.477,Easy,0,1,Maintain Difficulty
56,51,56,5,0.489,0.397,0.57,0.436,Medium,1,0,Probe Missing Concept
77,73,84,2,0.692,0.677,0.296,0.699,Easy,0,1,Ask Follow-up Question
92,90,91,1,0.864,0.836,0.142,0.877,Hard,0,0,Switch Topic
77,73,84,2,0.706,0.647,0.272,0.711,Medium,1,0,Ask Follow-up Question
58,61,65,5,0.5,0.487,0.454,0.543,Easy,2,0,Probe Missing Concept
79,68,85,3,0.77,0.662,0.243,0.648,Medium,2,0,Maintain Difficulty
95,92,93,0,0.897,0.886,0.098,0.88,Easy,0,0,Increase Difficulty
40,44,37,3,0.459,0.345,0.683,0.423,Hard,0,3,Reduce Difficulty
85,83,87,1,0.743,0.774,0.24,0.822,Medium,2,0,Ask Application Question
80,79,85,1,0.766,0.748,0.209,0.874,Medium,0,1,Ask Follow-up Question
80,75,90,1,0.801,0.779,0.126,0.717,Medium,0,1,Ask Follow-up Question
94,90,92,1,0.883,0.855,0.124,0.857,Easy,0,0,Increase Difficulty
68,80,80,5,0.595,0.719,0.235,0.708,Easy,1,0,Probe Missing Concept
50,54,50,6,0.417,0.345,0.533,0.366,Medium,1,0,Probe Missing Concept
35,53,47,6,0.338,0.48,0.543,0.55,Medium,1,0,Reduce Difficulty
94,90,91,1,0.884,0.842,0.134,0.882,Easy,0,0,Increase Difficulty
32,28,23,8,0.263,0.268,0.921,0.16,Hard,0,3,Reduce Difficulty
85,83,86,2,0.719,0.792,0.27,0.771,Medium,2,0,Ask Application Question
97,96,95,0,0.949,0.94,0.061,0.965,Hard,0,0,Switch Topic
89,84,87,1,0.842,0.813,0.213,0.814,Medium,0,1,Ask Application Question
24,35,17,5,0.226,0.09,0.974,0.299,Hard,0,5,Reduce Difficulty
68,64,65,3,0.661,0.484,0.418,0.543,Easy,0,1,Probe Missing Concept
34,37,39,6,0.319,0.365,0.667,0.302,Medium,0,4,Reduce Difficulty
78,70,84,2,0.744,0.639,0.325,0.651,Easy,2,0,Ask Follow-up Question
62,59,72,6,0.522,0.565,0.494,0.614,Medium,1,0,Probe Missing Concept
96,93,95,0,0.943,0.925,0.076,0.917,Hard,0,0,Switch Topic
86,85,84,1,0.783,0.744,0.2,0.726,Medium,2,0,Ask Application Question
72,66,80,2,0.556,0.536,0.452,0.553,Easy,0,1,Ask Follow-up Question
87,82,82,1,0.818,0.724,0.269,0.679,Medium,2,0,Ask Application Question
79,70,82,2,0.754,0.673,0.371,0.682,Medium,0,2,Ask Follow-up Question
95,91,93,1,0.903,0.863,0.122,0.877,Easy,0,0,Increase Difficulty
75,69,83,1,0.635,0.658,0.346,0.604,Easy,1,0,Ask Follow-up Question
42,48,41,3,0.479,0.402,0.625,0.494,Medium,0,3,Reduce Difficulty
40,39,39,7,0.369,0.455,0.674,0.327,Medium,0,4,Reduce Difficulty
67,45,51,4,0.642,0.377,0.643,0.371,Medium,1,0,Probe Missing Concept
77,72,84,2,0.696,0.672,0.306,0.693,Medium,0,0,Ask Follow-up Question
89,85,88,1,0.838,0.828,0.201,0.834,Medium,1,0,Ask Application Question
97,94,93,0,0.927,0.889,0.079,0.94,Easy,0,0,Increase Difficulty
85,77,87,0,0.843,0.888,0.211,0.824,Medium,3,0,Ask Follow-up Question
89,88,87,0,0.877,0.833,0.108,0.817,Medium,1,0,Ask Application Question
34,34,40,5,0.357,0.31,0.637,0.274,Medium,0,3,Reduce Difficulty
35,29,20,6,0.338,0.234,0.958,0.191,Hard,1,0,Reduce Difficulty
70,73,62,6,0.599,0.647,0.328,0.49,Medium,1,0,Probe Missing Concept
62,69,77,5,0.535,0.596,0.364,0.677,Easy,0,0,Probe Missing Concept
77,68,83,2,0.709,0.632,0.361,0.592,Easy,2,0,Ask Follow-up Question
45,53,49,4,0.506,0.511,0.511,0.561,Medium,1,0,Reduce Difficulty
72,72,73,5,0.756,0.518,0.342,0.707,Medium,0,1,Maintain Difficulty
84,84,85,1,0.715,0.724,0.218,0.765,Medium,3,0,Ask Application Question
58,49,66,3,0.518,0.508,0.438,0.45,Medium,0,1,Maintain Difficulty
67,75,80,3,0.654,0.573,0.269,0.734,Medium,0,1,Probe Missing Concept
93,89,90,1,0.853,0.838,0.163,0.884,Hard,0,0,Switch Topic
43,48,37,3,0.488,0.393,0.686,0.479,Medium,0,2,Reduce Difficulty
55,48,67,7,0.432,0.486,0.623,0.548,Easy,1,0,Probe Missing Concept
97,92,93,0,0.924,0.89,0.119,0.917,Easy,0,0,Increase Difficulty
40,34,63,4,0.373,0.338,0.453,0.312,Medium,1,0,Maintain Difficulty
83,81,82,2,0.681,0.675,0.301,0.679,Medium,2,0,Ask Application Question
97,95,96,0,0.962,0.947,0.067,0.952,Hard,0,0,Switch Topic
88,88,85,0,0.871,0.775,0.109,0.777,Medium,1,0,Ask Application Question
76,72,80,3,0.678,0.586,0.386,0.742,Easy,0,0,Ask Follow-up Question
59,47,49,4,0.545,0.44,0.616,0.425,Medium,0,1,Maintain Difficulty
93,91,93,1,0.89,0.839,0.093,0.853,Easy,0,0,Increase Difficulty
52,55,48,4,0.469,0.441,0.625,0.51,Medium,2,0,Maintain Difficulty
62,52,57,5,0.548,0.456,0.571,0.431,Easy,3,0,Probe Missing Concept
93,90,92,1,0.885,0.823,0.119,0.869,Easy,0,0,Increase Difficulty
73,64,79,3,0.608,0.507,0.497,0.512,Easy,1,0,Ask Follow-up Question
34,43,40,4,0.364,0.325,0.633,0.417,Hard,0,1,Reduce Difficulty
90,86,91,0,0.945,0.79,0.155,0.921,Medium,1,0,Ask Application Question
40,56,57,6,0.319,0.312,0.499,0.454,Easy,0,1,Probe Missing Concept
74,69,77,2,0.594,0.573,0.502,0.659,Easy,3,0,Ask Follow-up Question
23,29,28,5,0.205,0.117,0.804,0.206,Medium,0,3,Reduce Difficulty
69,69,75,1,0.613,0.666,0.355,0.644,Hard,0,1,Maintain Difficulty
37,44,32,5,0.376,0.351,0.757,0.416,Medium,1,0,Reduce Difficulty
88,81,86,0,0.857,0.746,0.3,0.787,Medium,3,0,Ask Application Question
98,97,95,0,0.953,0.971,0.052,0.99,Hard,0,0,Switch Topic
30,33,28,8,0.237,0.301,0.83,0.248,Hard,0,2,Reduce Difficulty
84,79,75,2,0.71,0.603,0.358,0.489,Medium,1,0,Ask Application Question
75,69,81,2,0.636,0.63,0.41,0.616,Medium,1,0,Ask Follow-up Question
36,46,38,5,0.372,0.369,0.664,0.461,Medium,0,5,Reduce Difficulty
58,47,50,1,0.456,0.561,0.627,0.4,Medium,0,2,Maintain Difficulty
68,59,66,5,0.613,0.551,0.484,0.54,Medium,0,1,Probe Missing Concept
75,74,85,1,0.638,0.707,0.233,0.699,Easy,2,0,Ask Follow-up Question
67,64,57,4,0.636,0.523,0.53,0.605,Hard,0,1,Maintain Difficulty
69,53,47,4,0.632,0.506,0.635,0.477,Hard,2,0,Maintain Difficulty
60,87,77,3,0.605,0.581,0.305,0.851,Medium,0,1,Maintain Difficulty
87,84,86,0,0.833,0.736,0.211,0.781,Medium,3,0,Ask Application Question
74,75,83,2,0.619,0.624,0.276,0.762,Medium,2,0,Ask Follow-up Question
82,79,80,2,0.674,0.601,0.347,0.642,Medium,0,1,Ask Application Question
94,93,92,0,0.875,0.87,0.094,0.899,Easy,0,0,Increase Difficulty
81,85,84,1,0.661,0.666,0.194,0.743,Medium,2,0,Ask Application Question
59,63,62,3,0.54,0.527,0.481,0.591,Easy,1,0,Maintain Difficulty
61,57,54,3,0.538,0.536,0.573,0.515,Medium,0,1,Maintain Difficulty
83,80,85,1,0.73,0.667,0.31,0.768,Medium,2,0,Ask Application Question
71,70,86,0,0.579,0.806,0.261,0.64,Hard,0,1,Maintain Difficulty
64,48,56,3,0.561,0.533,0.548,0.425,Hard,0,1,Maintain Difficulty
88,85,88,0,0.847,0.762,0.194,0.848,Medium,1,0,Ask Application Question
73,65,79,5,0.642,0.684,0.428,0.691,Medium,0,1,Probe Missing Concept
59,66,71,5,0.506,0.554,0.403,0.612,Medium,0,1,Probe Missing Concept
80,84,90,1,0.764,0.755,0.197,0.803,Medium,1,0,Maintain Difficulty
71,68,73,4,0.651,0.619,0.376,0.635,Medium,0,1,Probe Missing Concept
82,76,88,1,0.832,0.789,0.179,0.768,Medium,1,0,Ask Follow-up Question
94,91,94,0,0.895,0.884,0.097,0.867,Easy,0,0,Increase Difficulty
66,67,65,5,0.587,0.565,0.39,0.532,Medium,0,1,Probe Missing Concept
70,78,76,4,0.661,0.636,0.252,0.671,Easy,1,0,Probe Missing Concept
94,91,90,0,0.845,0.866,0.144,0.89,Easy,0,0,Increase Difficulty
81,78,89,1,0.812,0.789,0.107,0.806,Medium,0,1,Ask Follow-up Question
83,77,87,1,0.815,0.835,0.2,0.798,Medium,1,0,Ask Follow-up Question
87,85,88,1,0.808,0.783,0.196,0.834,Medium,2,0,Ask Application Question
62,54,69,4,0.578,0.449,0.538,0.593,Medium,1,0,Probe Missing Concept
23,34,35,5,0.206,0.183,0.697,0.285,Hard,0,3,Reduce Difficulty
38,28,24,3,0.257,0.342,0.878,0.22,Medium,0,2,Maintain Difficulty
40,43,34,5,0.432,0.374,0.734,0.409,Hard,0,3,Reduce Difficulty
98,94,94,0,0.936,0.932,0.084,0.932,Easy,0,0,Increase Difficulty
75,67,75,4,0.701,0.636,0.387,0.648,Easy,0,2,Probe Missing Concept
66,47,64,5,0.605,0.474,0.631,0.518,Medium,1,0,Probe Missing Concept
64,44,69,4,0.601,0.49,0.413,0.405,Hard,0,1,Maintain Difficulty
57,54,58,3,0.5,0.52,0.522,0.489,Medium,0,2,Maintain Difficulty
83,81,82,2,0.689,0.674,0.288,0.679,Medium,1,0,Ask Application Question
70,69,74,4,0.642,0.618,0.365,0.645,Medium,0,2,Probe Missing Concept
